StudentID,Year,Bi Std,Bi Teacher,Bi ATL,Bi Compl. Of Work,Bi Sub Achievement,BM Std,BM Teacher,BM ATL,BM Compl. Of Work,BM Sub Achievement,Ch Std,Ch Teacher,Ch ATL,Ch Compl. Of Work,Ch Sub Achievement,Cab Std,Cab Teacher,Cab ATL,Cab Compl. Of Work,Cab Sub Achievement,CB Std,CB Teacher,CB ATL,CB Compl. Of Work,CB Sub Achievement,CL Std,CLL Teacher,CLL ATL,CLL Compl. Of Work,CLL Sub Achievement,EC Std,EC Teacher,EC ATL,EC Compl. Of Work,EC Sub Achievement,EB Std,EB Teacher,EB ATL,EB Compl. Of Work,EB Sub Achievement,EL Std,EL Teacher,EL ATL,EL Compl. Of Work,EL Sub Achievement,FB Std,FB Teacher,FB ATL,FB Compl. Of Work,FB Sub Achievement,Ge Std,Ge Teacher,Ge ATL,Ge Compl. Of Work,Ge Sub Achievement,Hi Std,Hi Teacher,Hi ATL,Hi Compl. Of Work,Hi Sub Achievement,JLi Std,JLi Teacher,JLi ATL,JLi Compl. Of Work,JLi Sub Achievement,KLi Std,KLi Teacher,KLi ATL,KLi Compl. Of Work,KLi Sub Achievement,MS Std,MS Teacher,MS ATL,MS Compl. Of Work,MS Sub Achievement,Ma Std,Ma Teacher,Ma ATL,Ma Compl. Of Work,Ma Sub Achievement,Predicted Grade,Actual Grade,Scaled Total,Mu Std,Mu Teacher,Mu ATL,Mu Compl. Of Work,Mu Sub Achievement,Ph Std,Ph Teacher,Ph ATL,Ph Compl. Of Work,Ph Sub Achievement,Ps Std,Ps Teacher,Ps ATL,Ps Compl. Of Work,Ps Sub Achievement,Sab Std,Sab Teacher,Sab ATL,Sab Compl. Of Work,Sab Sub Achievement,SB Std,SB Teacher,SB ATL,SB Compl. Of Work,SB Sub Achievement,SEHS Std,SEHS Teacher,SEHS ATL,SEHS Compl. Of Work,SEHS Sub Achievement,TB Std,TB Teacher,TB ATL,TB Compl. Of Work,TB Sub Achievement,Th Std,Th Teacher,Th ATL,Th Compl. Of Work,Th Sub Achievement,Tok Std,Tok Teacher,Tok ATL,Tok Compl. Of Work,Tok Sub Achievement,ToC Std,ToC Teacher,ToC ATL,ToC Compl. Of Work,ToC Sub Achievement,Var Std,Var Teacher,Var ATL,Var Compl. Of Work,Var Sub Achievement
1.54E+11,2018,,,,,,,,,,,SL,HTo,5,5,4,,,,,,HL,CWe,7,7,6,,,,,,SL,NCh,7,6,6,,,,,,SL,HBa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,6,6,5,5,5,68,,,,,,HL,HWK,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,6,5,,,,,,,,,,
1.11E+11,2018,SL,RGo,4,4,4,SL,PNg,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RRs,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,4,5,5,,,,,,HL,RCh,5,4,4,4,4,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,5,5,5,,,,,,HL,PTa,4,3,4
1.52E+11,2018,HL,SSh,5,5,5,HL,AHi,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLa,5,4,5,,,,,,,,,,,,,,,,SL,AYo,6,5,6,,,,,,,,,,,SL,CNa,6,5,5,5,5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,5,5,5,,,,,,HL,PTa,7,7,6
1.51E+11,2018,,,,,,HL,JMa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,PTh,5,5,5,,,,,,,,,,,SL,TSH,5,5,4,,,,,,,,,,,,,,,,SL,GTu,5,5,3,3,4,54,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MPa,6,-,5,,,,,,,,,,,,CRo,5,6,5,,,,,,,,,,
1.62E+11,2018,HL,IPa,6,7,5,HL,PNg,6,6,5,HL,GLi,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EMu,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,6,6,5,6,6,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,7,7,6,,,,,,,,,,
1.63E+11,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,7,7,5,,,,,,HL,KHo,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,6,6,5,6,5,61,,,,,,SL,MSr,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,7,7,6,,,,,,SL,PTa,7,7,6
1.14E+11,2018,SL,RGo,5,4,4,HL,JMa,4,4,4,,,,,,,,,,,HL,CWe,6,6,6,,,,,,,,,,,,,,,,SL,EZa,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CLe,6,6,4,,,,,,,,,,,,,,,,,,,HL,SDa,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,5,7,5,,,,,,,,,,
1.65E+11,2018,SL,RGo,5,5,4,HL,JMa,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,HL,CBo,6,6,6,,,,,,,,,,,SL,PBa,5,5,5,,,,,,,,,,,HL,OEj,7,6,6,,,,,,SL,GTu,6,5,4,4,4,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,5,4,5,,,,,,,,,,
1.45E+11,2018,,,,,,,,,,,SL,HTo,6,6,6,,,,,,,,,,,SL,ZJi,7,7,7,SL,NCh,7,7,7,HL,CBo,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,7,7,7,7,6,77,,,,,,HL,KKo,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,7,6,,,,,,,,,,
1.63E+11,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,5,5,4,5,4,51,,,,,,HL,HWK,5,5,5,HL,SDa,7,6,5,,,,,,,,,,,,,,,,,,,,,SL,SEM,6,5,4,,TRL,5,5,5,,,,,,,,,,
95949705547,2018,HL,SSh,6,6,6,HL,AHi,7,6,6,HL,SOn,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EZa,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,7,7,7,7,7,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,6,6,6,,,,,,,,,,
1.12E+11,2018,HL,SSh,6,6,6,SL,PNg,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,HBa,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,7,7,6,73,,,,,,HL,KKo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,7,5,,,,,,,,,,
1.10E+11,2018,,,,,,SL,PNg,5,5,5,HL,JTe,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLa,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,5,5,4,5,5,65,,,,,,HL,KKo,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,4,5,4,,,,,,,,,,
1.12E+11,2018,,,,,,HL,AHi,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,HBa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,5,5,4,4,5,66,,,,,,,,,,,SL,SDa,7,7,7,SL,Cal,6,6,7,,,,,,HL,MPa,7,-,7,,,,,,,,,,,,JTo,6,5,5,,,,,,,,,,
1.04E+11,2018,HL,SSh,7,7,7,,,,,,HL,SOn,6,6,6,,,,,,,,,,,,,,,,HL,RSi,7,7,7,,,,,,SL,EZa,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,TSS,7,7,7,7,7,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,6,6,6,,,,,,,,,,
1.15E+11,2018,,,,,,,,,,,SL,HTo,4,5,2,,,,,,,,,,,HL,CHY,7,6,5,,,,,,HL,CBo,5,5,5,,,,,,,,,,,HL,PBa,5,5,4,,,,,,,,,,,,,,,,SL,CLe,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,SL,PTa,7,7,5
1.11E+11,2018,,,,,,,,,,,,,,,,,,,,,,,,,,HL,CHY,5,4,4,SL,NCh,4,4,4,HL,CBo,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GTu,5,5,4,3,4,52,,,,,,SL,MSr,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,HL,PTa,5,4,4
1.50E+11,2018,HL,SSh,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,RSi,7,7,7,HL,CBo,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,7,7,7,7,6,77,,,,,,SL,TGe,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,6,,,,,
1.50E+11,2018,SL,RGo,6,5,5,,,,,,SL,HTo,5,6,5,,,,,,,,,,,HL,CHY,7,6,6,HL,RSi,6,6,6,HL,RRs,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,TSS,7,7,6,6,6,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,7,7,6,,,,,,,,,,
1.11E+11,2018,,,,,,,,,,,SL,HTo,6,5,4,,,,,,,,,,,,,,,,SL,NCh,6,6,5,HL,CBo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,7,6,4,6,5,59,,,,,,HL,HWK,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
1.42E+11,2018,,,,,,,,,,,HL,JTe,4,4,4,,,,,,,,,,,,,,,,HL,RSi,7,7,6,,,,,,HL,MHo,6,6,5,,,,,,SL,PBa,5,5,5,,,,,,,,,,,,,,,,,,,,,SL,CNa,6,5,5,5,5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,5,5,5,,,,,,,,,,
1.45E+11,2018,HL,IPa,5,5,3,HL,JMa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLa,4,4,4,,,,,,,,,,,HL,CTa,6,4,5,,,,,,,,,,,,,,,,SL,GTu,5,5,3,3,4,50,,,,,,,,,,,,,,,,SL,Cal,3,3,4,,,,,,,,,,,,,,,,,,,,,,TRL,4,5,4,,,,,,,,,,
1.60E+11,2018,HL,SSh,6,6,6,HL,AHi,5,5,5,HL,JTe,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EZa,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,6,6,6,6,7,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,5,5,5,,,,,,,,,,
1.31E+11,2018,,,,,,HL,AHi,7,7,7,HL,JTe,7,7,6,SL,KLL,7,7,7,,,,,,,,,,,,,,,,,,,,,SL,EMu,6,6,6,,,,,,SL,PBa,7,7,7,,,,,,,,,,,,,,,,,,,,,HL,JTo,7,6,5,6,7,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,7,7,7,,,,,,,,,,
1.44E+11,2018,,,,,,,,,,,SL,HTo,5,5,4,,,,,,,,,,,,,,,,HL,RSi,5,5,5,,,,,,SL,HBa,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,5,6,5,62,,,,,,HL,KKo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,6,6,6,,,,,,,,,,
1.14E+11,2018,,,,,,,,,,,HL,GLi,6,6,5,,,,,,,,,,,,,,,,SL,NCh,6,6,6,,,,,,SL,HBa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,6,7,6,76,,,,,,HL,HWK,7,6,6,,,,,,SL,Cal,6,6,6,,,,,,,,,,,,,,,,,,,,,,PTa,7,7,6,,,,,,,,,,
1.20E+11,2018,,,,,,HL,AHi,6,6,6,SL,HTo,5,5,5,SL,KLL,7,7,7,,,,,,,,,,,,,,,,,,,,,SL,LLa,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,6,6,6,72,,,,,,HL,KKo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,7,7,7,,,,,,,,,,
1.20E+11,2018,HL,SSh,5,5,5,,,,,,HL,JTe,4,4,3,,,,,,,,,,,,,,,,HL,RSi,5,5,4,,,,,,SL,LLa,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GTu,6,5,4,4,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,TTh,6,6,6,,,,,,,CCh,6,6,6,,,,,,,,,,
1.15E+11,2018,,,,,,,,,,,HL,GLi,6,6,5,,,,,,,,,,,,,,,,SL,NCh,6,6,5,,,,,,SL,HBa,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,5,5,6,6,5,62,,,,,,HL,KKo,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,5,5,,,,,,,,,,
1.02E+11,2018,,,,,,HL,JMa,4,4,4,SL,HTo,5,5,4,,,,,,,,,,,,,,,,,,,,,HL,CBo,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GTu,7,6,5,7,7,85,,,,,,,,,,,HL,SDa,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,5,7,5,,,,,,,,,,
1.02E+11,2018,,,,,,,,,,,SL,HTo,5,5,5,,,,,,,,,,,,,,,,SL,NCh,5,5,5,HL,CBo,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,5,5,5,,,,,,HL,JTo,7,7,5,6,5,63,,,,,,HL,KKo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,6,6,,,,,,,,,,
1.65E+11,2018,HL,SSh,5,5,4,HL,PNg,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,PTh,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CLe,6,6,4,,,,,,,,,,,,,,,,,,,SL,SDa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,4,4,4,,,,,,,,,,
1.13E+11,2018,,,,,,SL,PNg,6,6,6,,,,,,,,,,,SL,KLK,5,5,5,,,,,,,,,,,,,,,,HL,PTh,5,5,5,,,,,,HL,PBa,5,5,4,,,,,,,,,,,,,,,,,,,,,SL,GTu,6,5,3,4,4,55,,,,,,HL,KKo,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,5,6,6,,,,,,,,,,
1.61E+11,2018,HL,IPa,6,5,5,HL,JMa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EZa,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FBe,6,6,4,5,5,65,,,,,,,,,,,HL,SDa,7,6,6,SL,Cal,6,6,6,,,,,,,,,,,,,,,,,,,,,,CRo,5,5,5,,,,,,,,,,
1.62E+11,2018,HL,SSh,6,6,5,,,,,,HL,JTe,6,6,5,,,,,,,,,,,,,,,,SL,RSi,7,6,6,,,,,,SL,LLa,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,6,6,5,6,6,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,6,6,5,,,,,,,,,,
1.55E+11,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,CTH,5,5,5,,,,,,SL,EMu,4,4,4,,,,,,,,,,,HL,CTa,5,4,4,,,,,,,,,,,,,,,,SL,GTu,6,6,5,5,6,72,,,,,,HL,KKo,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,4,4,4,,,,,,,,,,
1.44E+11,2018,HL,IPa,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,HL,CTH,6,6,6,,,,,,SL,LLa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GTu,7,7,7,7,7,86,,,,,,,,,,,HL,SDa,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,7,7,5,,,,,,,,,,
1.56E+11,2018,,,,,,HL,JMa,6,6,6,,,,7,7,SL,KLL,7,7,7,,,,,,,,,,,,,,,,,,,,,SL,EMu,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,7,7,5,5,5,59,,,,,,SL,MSr,7,7,6,HL,SDa,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,6,6,5,,,,,,,,,,
1.23E+11,2018,,,,,,,,,,,HL,JTe,5,5,5,,,,,,,,,,,,,,,,SL,RSi,4,4,4,,,,,,SL,LLa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,4,6,6,68,,,,,,HL,KKo,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,5,5,5,,,,,,,,,,
1.44E+11,2018,HL,IPa,5,5,4,HL,PNg,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,HBa,6,5,4,,,,,,HL,PBa,5,5,5,,,,,,,,,,,,,,,,,,,,,SL,GTu,7,6,5,6,5,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,4,5,4,,,,,,,,,,
1.41E+11,2018,HL,IPa,5,5,5,SL,PNg,5,5,6,HL,SOn,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLa,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,5,5,5,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,6,5,,,,,,,,,,
1.11E+11,2018,HL,IPa,4,4,4,HL,JMa,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MHo,4,4,4,,,,,,,,,,,SL,TSH,5,5,5,,,,,,,,,,,,,,,,SL,FBe,5,5,3,4,4,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,4,4,4,,,,,,,,,,
1.46E+11,2018,HL,SSh,6,5,5,SL,PNg,7,7,6,HL,GLi,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EMu,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,6,4,4,5,4,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,TTh,6,6,7,,,,,,,CRo,7,7,5,,,,,,,,,,
1.43E+11,2018,,,,,,,,,,,HL,SOn,5,6,4,,,,,,,,,,,SL,CWe,6,6,6,SL,RSi,4,4,4,HL,CBo,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,6,7,6,80,,,,,,SL,MSr,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,5,5,5,,,,,
1.00E+11,2018,,,,,,,,,,,SL,HTo,6,6,5,,,,,,HL,CWe,7,7,7,,,,,,HL,CTH,6,6,6,,,,,,HL,KHo,7,7,6,,,,,,,,,,,SL,TSH,7,7,6,,,,,,,,,,,,,,,,SL,FBe,6,6,5,6,5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,7,7,6,,,,,,,,,,
1.45E+11,2018,SL,RGo,5,6,6,,,,,,,,,7,7,SL,KLL,7,7,7,,,,,,,,,,,,,,,,,,,,,HL,KHo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CLe,7,7,7,,,,,,,,,,,,,,,,,,,HL,SDa,7,7,7,,,,,,,,,,,,,,,,,,,,,HL,SEM,7,7,7,,RMo,7,7,6,,,,,,,,,,
1.01E+11,2018,HL,IPa,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,HL,CTH,7,7,6,,,,,,SL,EMu,6,6,5,,,,,,,,,,,SL,TSH,7,7,6,,,,,,,,,,,,,,,,HL,JTo,7,7,5,6,6,71,,,,,,,,,,,,,,,,SL,Cal,6,6,7,,,,,,,,,,,,,,,,,,,,,,PTa,7,7,6,,,,,,,,,,
1.05E+11,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CTH,6,6,6,,,,,,SL,EMu,6,5,5,,,,,,,,,,,HL,CTa,7,7,6,,,,,,,,,,,,,,,,SL,LLP,7,7,7,7,6,74,,,,,,HL,HWK,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,6,6,6,,,,,,,,,,
1.53E+11,2018,HL,SSh,6,6,5,,,,,,HL,JTe,6,6,4,,,,,,,,,,,,,,,,HL,RSi,7,7,6,,,,,,SL,LLa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GTu,7,7,6,6,6,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,6,7,5,,,,,,,,,,
1.12E+11,2018,,,,,,HL,JMa,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLa,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FBe,5,5,4,4,3,44,,,,,,HL,KKo,5,5,3,HL,SDa,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,3,4,4,,,,,,,,,,
1.01E+11,2018,,,,,,,,,,,HL,GLi,6,6,5,,,,,,,,,,,,,,,,HL,RSi,7,7,5,,,,,,SL,EMu,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,TSS,7,7,7,7,7,84,,,,,,HL,KKo,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,7,7,5,,,,,,,,,,
1.05E+11,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,CTH,6,6,6,HL,RRs,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,TSS,7,7,7,6,6,78,,,,,,SL,MSr,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,6,6,5,,,,,,HL,PTa,7,7,6
1.54E+11,2018,SL,RGo,6,6,6,HL,JMa,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,PTh,6,6,6,,,,,,,,,,,HL,CTa,7,6,6,,,,,,,,,,,,,,,,SL,CNa,5,5,4,5,5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,7,7,7,,,,,,,,,,
95526705547,2018,HL,SSh,7,6,5,,,,,,HL,GLi,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EZa,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,5,5,4,5,5,62,,,,,,,,,,,HL,SDa,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,7,7,6,,,,,,,,,,
1.44E+11,2018,HL,SSh,7,6,6,,,,,,HL,GLi,6,6,6,,,,,,,,,,,,,,,,HL,RSi,7,7,7,,,,,,SL,LLa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,TSS,6,6,5,5,6,75,,,,,,,,,,,,,,,,SL,Cal,6,6,7,,,,,,,,,,,,,,,,,,,,,,CRo,7,7,7,,,,,,,,,,
1.01E+11,2018,SL,RGo,5,4,4,HL,AHi,7,6,6,SL,HTo,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,HL,KHo,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,4,4,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,TTh,5,5,5,,,,,,,RMo,6,7,6,,,,,,,,,,
1.45E+11,2018,HL,IPa,6,7,5,SL,PNg,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MHo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CLe,7,6,5,,,,,,,,,HL,CLi,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,6,6,6,,,,,,,,,,
1.73E+11,2018,HL,IPa,5,5,5,,,,,,HL,GLi,5,5,5,,,,,,SL,KLK,6,6,7,,,,,,SL,RSi,6,5,5,,,,,,SL,EZa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,4,5,4,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,5,5,,,,,,,,,,
1.05E+11,2018,,,,,,,,,,,HL,GLi,5,5,4,,,,,,,,,,,,,,,,SL,NCh,5,5,5,HL,CBo,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GTu,5,5,5,5,6,77,,,,,,HL,KKo,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,5,5,,,,,,,,,,
1.05E+11,2018,,,,,,,,,,,HL,JTe,6,6,5,,,,,,,,,,,SL,ZJi,7,7,7,SL,NCh,6,6,6,HL,CBo,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,7,6,5,6,4,53,,,,,,SL,TGe,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
1.15E+11,2018,,,,,,,,,,,SL,HTo,6,6,5,,,,,,,,,,,SL,ZJi,6,6,6,HL,CTH,7,6,7,HL,RRs,6,7,6,,,,,,,,,,,,,,,,SL,TSH,6,7,5,,,,,,,,,,,,,,,,HL,JTo,7,7,5,6,6,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,7,6,,,,,,,,,,
1.42E+11,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,7,7,6,,,,,,SL,EZa,5,5,4,,,,,,HL,PBa,6,6,5,,,,,,,,,,,,,,,,,,,,,SL,CNa,6,6,6,6,6,72,,,,,,HL,HWK,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,5,5,5,,,,,,,,,,
1.50E+11,2018,,,,,,,,,,,SL,HTo,5,4,5,,,,,,,,,,,,,,,,HL,CTH,6,6,6,,,,,,HL,KHo,6,6,7,,,,,,,,,,,HL,CTa,6,6,7,,,,,,,,,,,,,,,,SL,TSS,5,5,5,6,6,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,6,7,7,,,,,,,,,,
