StudentID,Year,Bi Std,Bi Teacher,Bi ATL,Bi Compl. Of Work,Bi Sub Achievement,BM Std,BM Teacher,BM ATL,BM Compl. Of Work,BM Sub Achievement,Ch Std,Ch Teacher,Ch ATL,Ch Compl. Of Work,Ch Sub Achievement,CB Std,CB Teacher,CB ATL,CB Compl. Of Work,CB Sub Achievement,CL Std,CL Teacher,CL ATL,CL Compl. Of Work,CL Sub Achievement,Ec Std,Ec Teacher,Ec ATL,Ec Compl. Of Work,Ec Sub Achievement,EB Std,EB Teacher,EB ATL,EB Compl. Of Work,EB Sub Achievement,ELL Std,ELL Teacher,ELL ATL,ELL Compl. Of Work,ELL Sub Achievement,FB Std,FB Teacher,FB ATL,FB Compl. Of Work,FB Sub Achievement,Ge Std,Ge Teacher,Ge ATL,Ge Compl. Of Work,Ge Sub Achievement,Hi Std,Hi Teacher,Hi ATL,Hi Compl. Of Work,Hi Sub Achievement,Jli Std,Jli Teacher,Jli ATL,Jli Compl. Of Work,Jli Sub Achievement,KLi Std,KLi Teacher,KLi ATL,KLi Compl. Of Work,KLi Sub Achievement,Cab Std,Cab Teacher,Cab ATL,Cab Compl. Of Work,Cab Sub Achievement,MS Std,MS Teacher,MS ATL,MS Compl. Of Work,MS Sub Achievement,Ma Std,Ma Teacher,Ma ATL,Ma Compl. Of Work,Ma Sub Achievement,Predicted Grade,Actual Grade,Scaled Total,Mu Std,Mu Teacher,Mu ATL,Mu Compl. Of Work,Mu Sub Achievement,Ph Std,Ph Teacher,Ph ATL,Ph Compl. Of Work,Ph Sub Achievement,Ps Std,Ps Teacher,Ps ATL,Ps Compl. Of Work,Ps Sub Achievement,SAb Std,SAb Teacher,SAb ATL,SAb Compl. Of Work,SAb Sub Achievement,SB Std,SB Teacher,SB ATL,SB Compl. Of Work,SB Sub Achievement,SEHS Std,SEHS Teacher,SEHS ATL,SEHS Compl. Of Work,SEHS Sub Achievement,TB Std,TB Teacher,TB ATL,TB Compl. Of Work,TB Sub Achievement,Th Std,Th Teacher,Th ATL,Th Compl. Of Work,Th Sub Achievement,ToK Std,ToK Teacher,ToK ATL,ToK Compl. Of Work,ToK Sub Achievement,ToC Std,ToC Teacher,ToC ATL,ToC Compl. Of Work,ToC Sub Achievement,Var Std,Var Teacher,Var ATL,Var Compl. Of Work,Var Sub Achievement
132743705547,2020,SL,RGo,5,5,4,HL,PNg,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,HL,KHo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,5,5,3,5,5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,7,7,6,,,,,,HL,PTa,7,7,6
142828271053,2020,,,,,,,,,,,SL,HTo,3,2,4,,,,,,,,,,,HL,AWo,6,5,5,HL,CHe,6,5,6,,,,,,,,,,,SL,WCl,4,4,4,,,,,,,,,,,SL,OEj,6,7,7,,,,,,,,,,,HL,RCh,5,4,4,5,5,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,5,4,5,,,,,,,,,,
105655768551,2020,,,,,,SL,AHi,6,6,5,SL,PMK,6,6,4,,,,,,,,,,,,,,,,,,,,,HL,KHo,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,KLL,7,7,6,,,,,,HL,GTu,7,7,6,6,5,56,,,,,,HL,TGe,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,7,7,5,,,,,,,,,,
104642705547,2020,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,3,3,3,HL,TRo,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,6,6,6,,,,,,,,,,,SL,FYi,4,4,4,4,3,42,,,,,,SL,MSr,4,4,3,,,,,,,,,,,,,,,,HL,MPa,4,4,4,,,,,,,,,,,,TRL,4,4,4,,,,,,,,,,
151954705547,2020,HL,LLo,7,6,5,SL,JMa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MLi,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FYi,6,7,6,5,4,55,,,,,,,,,,,HL,SDa,6,6,5,SL,Cal,6,6,6,,,,,,,,,,,,,,,,,,,,,,PEv,6,6,5,,,,,,,,,,
094914744136,2020,,,,,,,,,,,SL,PMK,4,4,3,,,,,,SL,CHY,6,6,6,SL,ATa,4,4,4,HL,CBo,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,6,6,6,6,72,,,,,,HL,HWK,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,6,,,,,
005537704662,2020,,,,,,SL,AHi,6,6,6,HL,JTe,6,5,5,,,,,,,,,,,,,,,,,,,,,SL,EZa,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,5,6,5,61,,,,,,HL,KKo,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,6,6,5,,,,,,,,,,
150835196376,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,KHo,7,7,6,SL,CRo,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,6,6,5,5,6,71,,,,,,HL,HWK,6,6,4,HL,SDa,7,7,7,,,,,,,,,,,,,,,,,,,,,SL,AGo,7,7,7,,SSe,5,5,5,,,,,,,,,,
102920187435,2020,HL,SSh,7,7,7,,,,,,HL,SOn,7,7,7,,,,,,,,,,,HL,CTH,7,6,7,,,,,,SL,CCh,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,BGe,7,7,7,7,7,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,6,6,5,,,,,,,,,,
100219807171,2020,,,,,,,,,,,HL,JTe,5,5,5,,,,,,,,,,,SL,ATa,5,4,4,HL,CBo,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,6,6,6,,,,,,,,,,,HL,GGo,5,5,5,5,4,54,,,,,,SL,MSr,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,5,4,5,,,,,,,,,,
101627705547,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,PTh,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,4,4,2,4,4,46,,,,,,SL,KKo,5,5,3,HL,SDa,6,6,5,SL,Cal,5,5,5,,,,,,,,,,,,,,,,HL,AGo,6,6,6,,CRo,7,7,7,,,,,,,,,,
103953052425,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,CHe,6,6,5,,,,,,,,,,,SL,SSe,4,5,4,,,,,,,,,,,SL,OEj,7,7,7,,,,,,,,,,,HL,GTu,7,6,6,6,4,53,,,,,,HL,HWK,6,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,5,5,5,,,,,,SL,PTa,7,7,6
105031068218,2020,SL,RGo,4,4,4,,,,,,,,,,,,,,,,,,,,,HL,RSi,4,4,4,HL,CHe,5,5,5,,,,,,,,,,,,,,,,,,,,,SL,CTa,,,,HL,OEj,6,6,5,,,,,,,,,,,SL,FYi,5,5,6,4,4,55,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GSm,3,3,3,,,,,,,,,,,,TRL,5,6,5,,,,,,,,,,
093938460048,2020,HL,SSh,6,7,6,SL,AHi,7,7,7,HL,GLi,6,6,6,,,,,,,,,,,,,,,,HL,CBo,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,7,7,7,,,,,,,,,,,SL,BGe,7,7,7,7,6,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,7,7,6,,,,,,,,,,
141030404735,2020,,,,,,,,,,,SL,PMK,7,5,5,,,,,,,,,,,SL,ATa,6,6,6,HL,TRo,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,7,6,6,,,,,,,,,,,HL,RCh,7,6,6,7,6,72,,,,,,HL,TGe,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,7,7,7,,,,,,,,,,
153428661541,2020,,,,,,,,,,,,,,,,,,,,,,,,,,SL,ATa,5,5,5,HL,TRo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,6,6,5,,,,,,SL,CLe,7,7,7,,,,,,,,,,,,,,HL,TGe,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,6,6,5,,,,,,HL,PTa,7,5,5
094242705547,2020,HL,SSh,5,5,5,,,,,,HL,HTo,5,5,4,,,,,,,,,,,,,,,,,,,,,SL,CCh,6,7,5,,,,,,SL,SSe,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,5,5,4,4,4,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,5,6,5,,,,,,,,,,
103756283245,2020,SL,RGo,4,4,4,,,,,,HL,HTo,4,4,4,,,,,,,,,,,,,,,,HL,TRo,4,5,5,,,,,,,,,,,SL,SSe,4,4,4,,,,,,,,,,,SL,OEj,6,5,5,,,,,,,,,,,HL,GTu,6,5,5,4,4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,6,6,6,,,,,,,,,,
131303705547,2020,SL,RGo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MLi,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,6,6,5,5,5,62,,,,,,,,,,,HL,SDa,6,6,6,SL,Cal,6,5,5,,,,,,HL,MPa,7,7,6,,,,,,,,,,,,TRL,7,7,5,,,,,,,,,,
144624705547,2020,SL,RGo,6,6,6,,,,,,HL,GLi,6,6,5,,,,,,,,,,,HL,RSi,7,6,6,,,,,,SL,EZa,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,6,5,5,6,6,73,,,,,,,,,,,,,,,,SL,Cal,7,7,6,,,,,,,,,,,,,,,,,,,,,,SSe,5,5,5,,,,,,,,,,
142332705547,2020,HL,LLo,5,5,4,,,,,,,,,,,SL,KLK,7,7,6,,,,,,,,,,,,,,,,SL,MHo,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,4,4,3,3,3,41,,,,,,,,,,,HL,SDa,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,5,6,5,,,,,,HL,PTa,7,7,6
134605705547,2020,,,,,,,,,,,HL,HTo,4,3,4,,,,,,,,,,,HL,RSi,5,4,5,,,,,,SL,EZa,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,6,5,5,5,5,68,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GSm,6,6,5,,,,,,,,,,,,SSe,4,4,4,,,,,,,,,,
144012705547,2020,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,7,7,6,,,,,,SL,CCh,7,6,6,,,,,,,,,,,SL,CTa,6,5,5,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,6,6,6,6,75,,,,,,HL,HWK,7,7,6,,,,,,SL,Cal,6,6,6,,,,,,,,,,,,,,,,,,,,,,HWK,7,7,6,,,,,,,,,,
171514635540,2020,HL,SSh,6,6,5,SL,AHi,6,6,6,HL,HTo,5,5,3,HL,CWe,7,7,7,,,,,,,,,,,,,,,,SL,CCh,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,BGe,7,6,5,6,5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,7,7,7,,,,,,,,,,
145604203151,2020,,,,,,,,,,,SL,PMK,3,6,4,,,,,,,,,,,SL,ATa,4,4,4,HL,CHe,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,6,6,6,,,,,,,,,,,HL,JTo,5,4,4,5,5,64,,,,,,HL,HWK,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,5,4,5,,,,,,,,,,
143131161007,2020,HL,SSh,5,4,4,,,,,,HL,JTe,5,5,5,,,,,,,,,,,SL,ATa,5,4,5,HL,TRo,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,6,6,6,,,,,,,,,,,SL,BGe,7,7,6,6,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,6,6,6,,,,,,,,,,
184545540661,2020,HL,SSh,6,5,6,,,,,,,,,,,,,,,,,,,,,HL,RSi,6,6,6,,,,,,SL,EMu,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,5,4,5,6,7,85,,,,,,,,,,,HL,SDa,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,6,7,6,,,,,,,,,,
093709230449,2020,,,,,,,,,,,HL,GLi,5,5,5,,,,,,,,,,,,,,,,,,,,,HL,MLi,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,BGe,7,7,6,7,6,79,,,,,,SL,MSr,5,6,5,HL,SDa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,5,5,5,,,,,,,,,,
155454965862,2020,,,,,,,,,,,SL,PMK,4,1,3,,,,,,,,,,,HL,AWo,3,2,3,,,,,,SL,EZa,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,4,4,4,4,5,56,,,,,,HL,TGe,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GGo,4,3,4,,,,,,,,,,
141133497677,2020,SL,RGo,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,HL,TRo,6,7,7,,,,,,,,,,,SL,SSe,6,6,5,,,,,,,,,,,SL,OEj,7,7,7,,,,,,,,,,,HL,JTo,7,7,7,7,6,79,,,,,,HL,TGe,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,7,7,6,,,,,,,,,,
094320534115,2020,HL,LLo,6,5,4,,,,,,HL,HTo,5,5,3,,,,,,,,,,,,,,,,HL,CBo,6,6,6,,,,,,,,,,,SL,SSe,4,4,3,,,,,,,,,,,SL,OEj,6,5,6,,,,,,,,,,,SL,LLP,5,4,5,5,4,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,5,5,5,,,,,,,,,,
104702311443,2020,,,,,,,,,,,HL,HTo,4,4,5,,,,,,,,,,,SL,ATa,6,5,6,,,,,,SL,EZa,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,5,6,6,76,,,,,,HL,HWK,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,5,5,5,,,,,,,,,,
144744705547,2020,,,,,,,,,,,HL,SOn,6,6,6,,,,,,,,,,,,,,,,,,,,,SL,CCh,6,6,5,SL,CRo,7,6,4,,,,,,SL,CTa,5,5,5,,,,,,,,,,,,,,,,,,,,,HL,GGo,7,7,7,7,7,85,,,,,,HL,HWK,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,6,5,6,,,,,,,,,,
101458705547,2020,,,,,,,,,,,SL,PMK,4,1,4,,,,,,SL,CHY,7,5,5,SL,NCh,5,5,4,HL,CBo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,6,6,5,5,4,47,,,,,,HL,TGe,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,7,4,5,,,,,,,,,,
151139293789,2020,SL,RGo,4,4,4,,,,,,,,,,,,,,,,SL,CWe,6,6,5,SL,ATa,5,5,5,HL,CBo,6,6,5,,,,,,,,,,,HL,WCl,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,5,5,4,4,4,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,6,,,,,
141305705547,2020,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,5,4,4,,,,,,HL,KHo,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,5,5,5,5,5,66,,,,,,,,,,,HL,SDa,7,6,6,,,,,,,,,,,SL,GSm,7,7,5,,,,,,,,,,,,PEv,6,5,5,,,,,,,,,,
161813607280,2020,,,,,,,,,,,HL,GLi,7,7,6,,,,,,,,,,,SL,NCh,7,7,6,,,,,,HL,PTh,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,7,7,7,7,7,85,,,,,,HL,KKo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,7,7,7,,,,,,,,,,
134852929317,2020,HL,LLo,7,7,6,,,,,,HL,HTo,5,6,4,,,,,,,,,,,SL,NCh,6,6,5,,,,,,SL,EMu,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,5,5,4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSe,5,4,4,,,,,,,,,,
105736705547,2020,,,,,,,,,,,SL,HTo,5,5,3,,,,,,,,,,,HL,CTH,6,5,4,,,,,,SL,EZa,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,5,5,3,4,4,54,,,,,,HL,KKo,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,6,5,4,,,,,,,,,,
140319705547,2020,HL,SSh,5,4,3,,,,,,HL,JTe,4,4,3,,,,,,,,,,,HL,RSi,3,3,3,,,,,,SL,MHo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,BGe,6,6,5,5,5,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,5,5,6,,,,,,,,,,
114849705547,2020,,,,,,,,,,,HL,SOn,7,6,6,,,,,,,,,,,SL,NCh,7,6,6,,,,,,SL,EZa,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,6,5,6,6,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MPa,7,6,7,,,,,,,,,,,,SSe,5,5,5,,,,,,,,,,
095457705547,2020,HL,SSh,6,7,6,,,,,,HL,JTe,7,7,5,,,,,,,,,,,HL,RSi,7,7,7,,,,,,SL,EMu,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,7,7,7,7,6,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,6,6,6,,,,,,,,,,
133220705547,2020,,,,,,HL,JMa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MLi,5,6,6,,,,,,,,,,,HL,CTa,6,5,5,,,,,,,,,,,,,,,,,,,,,SL,LLP,5,4,4,4,5,57,,,,,,SL,KKo,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSe,5,5,5,,,,,,,,,,
114754589992,2020,HL,LLo,6,6,5,,,,,,HL,HTo,4,4,3,,,,,,,,,,,HL,AWo,6,6,5,,,,,,SL,EZa,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FYi,5,5,4,3,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GGo,5,4,5,,,,,,,,,,
101505705547,2020,HL,SSh,5,5,4,,,,,,HL,GLi,5,6,4,,,,,,,,,,,,,,,,,,,,,SL,EZa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,BGe,7,7,6,6,5,64,,,,,,,,,,,HL,SDa,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,6,6,6,,,,,,,,,,
150050122158,2020,,,,,,,,,,,,,,,,,,,,,SL,CHY,7,7,7,SL,ATa,6,6,6,HL,CBo,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,7,7,5,5,5,58,,,,,,HL,KKo,5,5,4,,,,,,,,,,,,,,,,SL,GSm,7,7,6,,,,,,,,,,,,GGo,5,5,5,,,,,,,,,,
105536665157,2020,,,,,,,,,,,,,,,,,,,,,HL,ACY,7,7,7,SL,ATa,5,5,5,HL,TRo,6,6,4,,,,,,,,,,,SL,WCl,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,5,4,4,4,46,,,,,,SL,KKo,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,6,,,,,
175205331249,2020,HL,SSh,5,6,5,,,,,,,,,,,,,,,,,,,,,HL,AWo,6,6,6,,,,,,SL,MHo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,6,5,5,5,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MPa,7,7,6,,,,,,,,,,,,GGo,7,6,6,,,,,,,,,,
143716705547,2020,HL,SSh,5,5,5,SL,JMa,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,HL,KHo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,6,6,4,5,5,63,,,,,,,,,,,HL,SDa,6,6,5,SL,Cal,6,6,5,,,,,,,,,,,,,,,,,,,,,,PEv,6,6,5,,,,,,,,,,
145747629940,2020,HL,SSh,6,6,7,,,,,,HL,SOn,7,7,7,,,,,,,,,,,,,,,,,,,,,SL,CCh,7,7,7,,,,,,SL,SSe,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,7,7,6,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,7,7,7,,,,,,,,,,
141436705547,2020,SL,RGo,6,6,6,,,,,,,,,,,,,,,,,,,,,HL,RSi,7,7,7,,,,,,SL,MHo,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,7,7,6,6,6,75,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MPa,6,6,7,,,,,,,,,,,,TRL,6,7,5,,,,,,,,,,
145145016597,2020,SL,RGo,5,5,5,,,,,,,,,,,,,,,,,,,,,HL,AWo,7,6,6,HL,CBo,6,7,7,,,,,,,,,,,HL,WCl,7,7,7,,,,,,,,,,,SL,OEj,7,7,7,,,,,,,,,,,SL,FYi,7,7,6,6,6,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,7,6,7,,,,,,,,,,
095313034099,2020,SL,RGo,5,5,5,,,,,,HL,GLi,5,6,4,,,,,,,,,,,HL,AWo,6,6,6,,,,,,SL,CCh,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,6,4,5,6,5,58,,,,,,,,,,,,,,,,SL,Cal,4,4,4,,,,,,,,,,,,,,,,,,,,,,TRL,6,5,5,,,,,,,,,,
180859849697,2020,,,,,,SL,AHi,5,5,5,HL,HTo,3,3,3,,,,,,,,,,,,,,,,,,,,,SL,MHo,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,4,4,4,4,5,61,,,,,,,,,,,,,,,,SL,Cal,5,5,4,,,,,,HL,MPa,6,5,5,,,,,,,,,,,,JTo,6,5,6,,,,,,,,,,
113147705547,2020,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,4,4,4,,,,,,SL,MHo,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,5,5,4,4,4,54,,,,,,,,,,,HL,SDa,7,6,6,,,,,,,,,,,HL,MPa,7,6,6,,,,,,,,,,,,PEv,6,5,5,,,,,,,,,,
104237921703,2020,,,,,,,,,,,SL,PMK,7,7,7,,,,,,,,,,,SL,ATa,7,7,7,HL,CBo,7,7,7,,,,,,,,,,,,,,,,,,,,,,CTa,7,7,7,,,,,,,,,,,,,,,,HL,JTo,7,7,7,7,7,88,,,,,,HL,HWK,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,7,6,6,,,,,,,,,,
125542705547,2020,HL,SSh,6,6,5,,,,,,HL,JTe,6,6,4,,,,,,,,,,,HL,RSi,6,5,5,,,,,,SL,EMu,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,BGe,7,6,6,6,5,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,6,6,6,,,,,,,,,,
142037705547,2020,,,,,,,,,,,SL,PMK,5,6,5,,,,,,,,,,,HL,CTH,7,7,7,,,,,,SL,CCh,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,7,7,7,85,,,,,,HL,HWK,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,6,7,5,,,,,,,,,,
152555705547,2020,SL,RGo,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,KHo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CLe,7,7,6,,,,,,,,,,,,,,,,,,,HL,SDa,6,6,6,,,,,,,,,,,,,,,,,,,,,HL,AGo,7,7,7,,CRo,7,7,7,,,,,,,,,,
102855705547,2020,,,,,,,,,,,SL,HTo,3,3,3,HL,CWe,6,6,6,,,,,,HL,RSi,4,4,4,,,,,,HL,MLi,5,5,4,,,,,,SL,WCl,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FYi,4,4,3,3,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,6,5,5,,,,,,,,,,
142857705547,2020,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,5,5,5,,,,,,HL,KHo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FYi,6,6,4,4,5,65,,,,,,,,,,,SL,SDa,7,6,6,,,,,,,,,,,HL,MPa,5,5,5,,,,,,,,,,,,PEv,6,5,5,,,,,,,,,,
134511534679,2020,HL,SSh,6,6,6,,,,,,SL,HTo,6,7,5,,,,,,,,,,,SL,ATa,6,7,6,HL,CHe,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,6,6,5,5,5,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,6,6,6,,,,,,,,,,
134446705547,2020,,,,,,,,,,,,,,,,,,,,,,,,,,SL,NCh,7,7,6,HL,TRo,6,7,6,,,,,,,,,,,,,,,,,,,,,,CTa,7,7,6,,,,,,,,,,,,,,,,HL,RCh,7,7,6,7,6,73,SL,CLi,7,7,6,HL,TGe,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,7,7,6,,,,,,,,,,
143953705547,2020,HL,LLo,7,7,5,,,,,,SL,PMK,6,6,4,,,,,,,,,,,HL,CTH,6,6,6,,,,,,SL,MHo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,5,6,4,5,5,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,6,6,5,,,,,,,,,,
