StudentID,Year,Bi Std,Bi Teacher,Bi ATL,Bi Compl. Of Work,Bi Sub Achievement,BM Std,BM Teacher,BM ATL,BM Compl. Of Work,BM Sub Achievement,Ch Std,Ch Teacher,Ch ATL,Ch Compl. Of Work,Ch Sub Achievement,CB Std,CB Teacher,CB ATL,CB Compl. Of Work,CB Sub Achievement,CL Std,CL Teacher,CL ATL,CL Compl. Of Work,CL Sub Achievement,Ec Std,Ec Teacher,Ec ATL,Ec Compl. Of Work,Ec Sub Achievement,EB Std,EB Teacher,EB ATL,EB Compl. Of Work,EB Sub Achievement,ELL Std,ELL Teacher,ELL ATL,ELL Compl. Of Work,ELL Sub Achievement,FB Std,FB Teacher,FB ATL,FB Compl. Of Work,FB Sub Achievement,Ge Std,Ge Teacher,Ge ATL,Ge Compl. Of Work,Ge Sub Achievement,Hi Std,Hi Teacher,Hi ATL,Hi Compl. Of Work,Hi Sub Achievement,Jli Std,Jli Teacher,Jli ATL,Jli Compl. Of Work,Jli Sub Achievement,KLi Std,KLi Teacher,KLi ATL,KLi Compl. Of Work,KLi Sub Achievement,Cab Std,Cab Teacher,Cab ATL,Cab Compl. Of Work,Cab Sub Achievement,MS Std,MS Teacher,MS ATL,MS Compl. Of Work,MS Sub Achievement,Ma Std,Ma Teacher,Ma ATL,Ma Compl. Of Work,Ma Sub Achievement,Predicted Grade,Actual Grade,Scaled Total,Mu Std,Mu Teacher,Mu ATL,Mu Compl. Of Work,Mu Sub Achievement,Ph Std,Ph Teacher,Ph ATL,Ph Compl. Of Work,Ph Sub Achievement,Ps Std,Ps Teacher,Ps ATL,Ps Compl. Of Work,Ps Sub Achievement,SAb Std,SAb Teacher,SAb ATL,SAb Compl. Of Work,SAb Sub Achievement,SB Std,SB Teacher,SB ATL,SB Compl. Of Work,SB Sub Achievement,SEHS Std,SEHS Teacher,SEHS ATL,SEHS Compl. Of Work,SEHS Sub Achievement,TB Std,TB Teacher,TB ATL,TB Compl. Of Work,TB Sub Achievement,Th Std,Th Teacher,Th ATL,Th Compl. Of Work,Th Sub Achievement,ToK Std,ToK Teacher,ToK ATL,ToK Compl. Of Work,ToK Sub Achievement,ToC Std,ToC Teacher,ToC ATL,ToC Compl. Of Work,ToC Sub Achievement,Var Std,Var Teacher,Var ATL,Var Compl. Of Work,Var Sub Achievement
165222018001,2020,SL,RGo,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MLi,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,5,4,3,4,4,49,,,,,,,,,,,HL,SDa,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,SSe,7,6,6,,,,,,HL,PTa,7,5,6
125210188778,2020,,,,,,,,,,,HL,GLi,6,7,6,,,,,,,,,,,,,,,,,,,,,SL,EMu,6,6,6,,,,,,,,,,,SL,CTa,7,7,6,,,,,,,,,,,,,,,,,,,,,HL,JTo,7,7,6,6,6,72,,,,,,HL,KKo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,7,7,6,,,,,,,,,,
112007163707,2020,HL,SSh,6,6,6,,,,,,,,,,,,,,,,,,,,,SL,RSi,7,7,6,,,,,,HL,KHo,7,7,6,,,,,,,,,,,HL,CTa,7,7,6,,,,,,,,,,,,,,,,,,,,,SL,LLP,6,6,5,6,6,73,,,,,,,,,,,,,,,,,,,,,SL,OPo,7,7,6,,,,,,,,,,,,,,,,,PEv,7,6,6,,,,,,,,,,
152348570995,2020,,,,,,,,,,,HL,GLi,6,6,5,,,,,,,,,,,HL,AWo,7,6,6,,,,,,SL,EMu,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,6,7,6,71,,,,,,SL,MSr,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,7,7,7,,,,,,,,,,
104920705547,2020,,,,,,HL,JMa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MLi,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,4,4,3,3,4,43,,,,,,,,,,,HL,SDa,6,6,5,SL,Cal,5,5,4,,,,,,SL,GSm,7,6,4,,,,,,,,,,,,SSe,4,4,4,,,,,,,,,,
153918673427,2020,HL,LLo,6,6,4,,,,,,HL,SOn,6,6,5,,,,,,,,,,,,,,,,,,,,,SL,MHo,6,6,5,,,,,,HL,SSe,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,7,7,6,6,6,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,5,5,4,,,,,,,,,,
152801817730,2020,HL,SSh,6,6,5,,,,,,HL,GLi,6,5,4,,,,,,,,,,,,,,,,,,,,,HL,PTh,6,6,6,,,,,,SL,SSe,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,6,6,5,6,5,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,6,6,5,,,,,,,,,,
124854705547,2020,HL,SSh,6,6,6,SL,AHi,7,7,7,HL,SOn,6,7,6,,,,,,,,,,,,,,,,,,,,,SL,MHo,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,7,7,7,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,7,7,7,,,,,,,,,,
153011807079,2020,SL,RGo,4,3,4,SL,AHi,4,4,4,SL,HTo,4,3,3,,,,,,HL,ACY,4,4,5,,,,,,HL,CBo,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,5,6,5,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,4,5,4,,,,,,,,,,
094431705547,2020,,,,,,,,,,,HL,JTe,5,6,6,,,,,,SL,CWe,7,7,7,SL,NCh,7,7,7,HL,CBo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,7,7,7,84,,,,,,SL,MSr,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,7,7,7,,,,,
150953705547,2020,HL,LLo,6,6,5,,,,,,HL,HTo,5,5,4,,,,,,,,,,,SL,NCh,6,6,5,,,,,,HL,MLi,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,5,5,4,5,5,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSe,5,5,5,,,,,,,,,,
102748705547,2020,,,,,,HL,PNg,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EMu,4,5,4,,,,,,HL,WCl,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,4,4,2,4,4,48,,,,,,HL,HWK,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSe,4,4,4,,,,,,,,,,
115938980938,2020,,,,,,SL,AHi,6,6,6,HL,GLi,6,6,5,,,,,,,,,,,,,,,,,,,,,SL,EZa,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,5,5,6,6,6,70,,,,,,HL,KKo,6,6,5,,,,,,,,,,,,,,,,,,,,,SL,TTh,7,7,7,,,,,,,JTo,6,6,6,,,,,,,,,,
110313515682,2020,,,,,,HL,PNg,6,6,6,SL,PMK,4,6,5,,,,,,,,,,,,,,,,,,,,,SL,EZa,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,5,7,7,81,,,,,,HL,HWK,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GGo,6,5,6,,,,,,,,,,
101710705547,2020,HL,SSh,5,5,4,,,,,,SL,PMK,4,4,2,,,,,,,,,,,,,,,,,,,,,HL,PTh,6,6,5,SL,CRo,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,5,4,3,3,3,33,,,,,,,,,,,HL,SDa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,6,6,5,,,,,,,,,,
100900540844,2020,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,7,6,5,,,,,,HL,PTh,5,5,5,,,,,,HL,SSe,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FYi,5,5,5,4,5,61,,,,,,SL,KKo,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSe,5,5,5,,,,,,,,,,
150305705547,2020,HL,SSh,6,6,5,,,,,,HL,JTe,6,6,5,,,,,,,,,,,HL,RSi,6,6,5,,,,,,SL,CCh,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FYi,6,6,5,6,6,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,6,6,6,,,,,,,,,,
155531393779,2020,,,,,,,,,,,HL,GLi,5,6,5,,,,,,,,,,,SL,ATa,6,5,6,,,,,,SL,EZa,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,5,5,5,68,,,,,,HL,KKo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GGo,6,6,5,,,,,,,,,,
150212705547,2020,HL,SSh,5,4,5,SL,AHi,5,5,5,HL,JTe,5,5,4,,,,,,,,,,,,,,,,,,,,,SL,EZa,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,6,6,5,5,5,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,TTh,6,5,6,,,,,,,JTo,6,6,6,,,,,,,,,,
110647831051,2020,,,,,,,,,,,SL,PMK,4,4,3,,,,,,,,,,,HL,RSi,5,4,4,,,,,,SL,MHo,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,6,6,5,5,4,46,,,,,,HL,TGe,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,4,4,4,,,,,,,,,,
145344803356,2020,,,,,,,,,,,SL,HTo,5,6,6,,,,,,SL,CWe,7,7,7,SL,NCh,7,7,6,HL,CBo,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,7,7,7,7,7,83,,,,,,HL,KKo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,7,6,6,,,,,,,,,,
113458992397,2020,,,,,,HL,PNg,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EMu,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,6,6,4,5,4,53,,,,,,,,,,,SL,SDa,5,5,5,,,,,,,,,,,HL,MPa,4,4,4,,,,,,,,,,,,TRL,4,4,3,,,,,,,,,,
150607988949,2020,HL,SSh,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EMu,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,7,7,5,5,6,72,,,,,,,,,,,HL,SDa,7,7,7,,,,,,,,,,,HL,MPa,7,7,6,,,,,,,,,,,,GGo,7,7,6,,,,,,,,,,
102429705547,2020,,,,,,,,,,,HL,HTo,5,5,4,,,,,,,,,,,SL,NCh,6,6,6,,,,,,SL,MHo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,5,5,4,4,4,46,,,,,,HL,TGe,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,5,5,5,,,,,,,,,,
092044552578,2020,,,,,,HL,PNg,6,6,5,SL,PMK,6,6,4,,,,,,,,,,,,,,,,,,,,,SL,EMu,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,7,7,6,7,6,74,,,,,,HL,TGe,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,7,6,5,,,,,,,,,,
111455644924,2020,,,,,,,,,,,SL,HTo,6,6,6,,,,,,,,,,,HL,AWo,6,6,5,,,,,,SL,EZa,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,7,7,7,7,6,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,AGo,7,7,7,,SSe,5,5,5,,,,,,,,,,
144323705547,2020,,,,,,,,,,,SL,HTo,2,3,3,,,,,,,,,,,SL,NCh,6,5,5,HL,TRo,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,6,6,5,,,,,,,,,,,HL,RCh,5,4,4,5,5,64,,,,,,HL,KKo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,6,6,6,,,,,,,,,,
112307705547,2020,,,,,,,,,,,HL,SOn,6,6,5,,,,,,,,,,,HL,CTH,7,6,7,,,,,,SL,MHo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,5,5,5,6,75,,,,,,SL,KKo,6,6,4,,,,,,SL,Cal,7,6,7,,,,,,,,,,,,,,,,,,,,,,CRo,6,5,6,,,,,,,,,,
101413705547,2020,,,,,,,,,,,SL,HTo,5,5,5,,,,,,SL,CHY,7,6,6,SL,NCh,6,6,6,HL,CBo,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,7,7,6,7,7,81,,,,,,HL,KKo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,5,4,5,,,,,,,,,,
095627317989,2020,SL,RGo,4,3,4,SL,AHi,3,3,3,HL,GLi,4,4,3,,,,,,SL,CHY,5,4,4,,,,,,HL,CBo,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,5,5,4,3,4,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,4,5,4,,,,,
144029466976,2020,HL,SSh,5,4,4,HL,PNg,6,6,5,HL,JTe,6,6,4,,,,,,,,,,,,,,,,,,,,,SL,EMu,6,6,6,SL,CRo,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FYi,5,5,3,3,4,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,5,5,5,,,,,,,,,,
163248592312,2020,,,,,,,,,,,SL,PMK,5,4,3,,,,,,,,,,,HL,RSi,5,4,4,,,,,,HL,PTh,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,KLL,7,7,7,,,,,,SL,CNa,6,6,5,5,5,63,,,,,,HL,HWK,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,5,5,5,,,,,,,,,,
102129705547,2020,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,6,5,5,,,,,,HL,MLi,5,5,5,,,,,,,,,,,HL,CTa,4,4,4,,,,,,,,,,,,,,,,,,,,,SL,FYi,4,4,4,3,4,44,,,,,,SL,KKo,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,5,5,5,,,,,,,,,,
152248705547,2020,HL,LLo,7,7,7,,,,,,HL,SOn,7,7,6,,,,,,,,,,,HL,CTH,7,7,7,,,,,,SL,CCh,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,BGe,7,7,7,7,7,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,7,6,6,,,,,,,,,,
145931705547,2020,SL,RGo,6,6,6,,,,,,,,,,,,,,,,,,,,,HL,AWo,6,5,5,,,,,,HL,MLi,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,6,5,4,5,4,53,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MPa,6,5,5,,,,,,,,,,,,TRL,5,5,5,,,,,,,,,,
135705705547,2020,SL,RGo,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,KHo,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CLe,7,6,5,,,,,,,,,,,,,,,,,,,HL,SDa,6,6,5,,,,,,,,,,,,,,,,,,,,,HL,AGo,6,7,6,,PEv,6,6,5,,,,,,,,,,
114755705547,2020,HL,SSh,4,3,4,,,,,,,,,,,,,,,,,,,,,HL,CTH,5,5,4,,,,,,HL,PTh,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,5,5,3,3,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GSm,6,5,4,,,,,,,,,,,,PEv,6,5,5,,,,,,,,,,
153432350277,2020,,,,,,,,,,,HL,JTe,6,6,5,SL,KLK,7,7,6,,,,,,,,,,,,,,,,SL,EZa,6,5,5,,,,,,SL,SSe,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,7,7,6,72,,,,,,HL,KKo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,6,5,5,,,,,,,,,,
112654617077,2020,HL,SSh,6,6,5,,,,,,HL,SOn,7,6,5,,,,,,SL,CHY,7,6,5,,,,,,HL,CHe,7,7,6,,,,,,,,,,,SL,SSe,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,BGe,7,7,7,7,6,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,6,6,6,,,,,,,,,,
163817515407,2020,,,,,,,,,,,SL,HTo,4,5,3,,,,,,,,,,,HL,RSi,5,4,4,,,,,,HL,MLi,5,5,5,,,,,,,,,,,HL,CTa,4,4,4,,,,,,,,,,,,,,,,,,,,,SL,CNa,5,5,4,5,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,6,5,5,,,,,,,,,,
112254336101,2020,HL,SSh,7,7,6,,,,,,HL,SOn,7,7,7,,,,,,,,,,,,,,,,,,,,,SL,EMu,7,7,7,,,,,,SL,SSe,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,7,7,6,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,7,7,7,,,,,,,,,,
083959916011,2020,,,,,,,,,,,HL,SOn,5,5,4,,,,,,,,,,,HL,CTH,6,6,5,,,,,,SL,CCh,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FYi,4,4,6,6,6,74,,,,,,HL,TGe,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,5,4,5,,,,,,,,,,
144413705547,2020,,,,,,,,,,,HL,HTo,5,4,4,,,,,,,,,,,HL,RSi,7,7,6,,,,,,SL,EZa,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,5,4,5,5,5,62,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GSm,5,6,6,,,,,,,,,,,,SSe,4,4,4,,,,,,,,,,
102825735164,2020,SL,RGo,4,4,5,,,,,,,,,,,,,,,,,,,,,HL,RSi,6,5,5,,,,,,HL,PTh,6,6,6,,,,,,,,,,,HL,CTa,6,5,5,,,,,,,,,,,,,,,,,,,,,SL,LLP,5,5,4,5,5,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,6,6,5,,,,,,,,,,
134705705547,2020,HL,LLo,4,3,4,,,,,,HL,SOn,5,5,4,,,,,,,,,,,HL,CTH,4,4,4,,,,,,SL,CCh,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,BGe,6,6,5,6,5,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,6,5,5,,,,,,,,,,
103225705547,2020,SL,RGo,6,6,5,,,,,,,,,,,,,,,,,,,,,HL,RSi,6,6,6,,,,,,HL,PTh,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,6,6,4,4,4,52,,,,,,,,,,,HL,SDa,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,PEv,6,5,5,,,,,,,,,,
085955705547,2020,HL,SSh,4,4,3,,,,,,SL,HTo,4,5,2,,,,,,,,,,,HL,RSi,5,4,4,,,,,,SL,EZa,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,6,6,4,3,3,35,,,,,,,,,,,,,,,,SL,Cal,5,5,4,,,,,,,,,,,,,,,,,,,,,,MLo,6,4,4,,,,,,,,,,
160130221035,2020,,,,,,,,,,,SL,HTo,3,4,3,,,,,,SL,CWe,6,6,6,HL,AWo,5,5,5,HL,CHe,5,5,5,,,,,,,,,,,SL,WCl,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,6,5,4,5,4,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
120526705547,2020,,,,,,,,,,,HL,GLi,6,5,5,,,,,,,,,,,,,,,,,,,,,SL,MHo,7,7,6,SL,CRo,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,BGe,6,6,5,6,5,62,,,,,,,,,,,HL,SDa,7,7,7,,,,,,,,,,,,,,,,,,,,,HL,AGo,7,7,7,,PEv,7,5,6,,,,,,,,,,
112009403240,2020,,,,,,,,,,,SL,PMK,5,4,4,,,,,,,,,,,HL,AWo,6,6,5,,,,,,SL,EMu,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,KLL,7,6,6,,,,,,HL,GGo,6,6,4,5,4,53,,,,,,HL,TGe,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,6,5,6,,,,,,,,,,
104607705547,2020,,,,,,HL,PNg,5,5,5,,,,,,,,,,,,,,,,,,,,,HL,CHe,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,6,5,4,5,5,67,,,,,,SL,KKo,6,6,6,SL,SDa,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,6,6,5,,,,,,,,,,
104423705547,2020,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,6,5,5,,,,,,SL,CCh,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,6,6,5,6,6,78,,,,,,HL,KKo,7,7,6,,,,,,,,,,,,,,,,SL,GSm,7,7,6,,,,,,,,,,,,SSe,6,6,5,,,,,,,,,,
104733705547,2020,,,,,,,,,,,SL,HTo,4,5,3,,,,,,SL,CWe,7,7,7,HL,CTH,6,6,5,HL,CHe,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,6,6,4,4,4,48,,,,,,,,,,,SL,SDa,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,7,7,,,,,
133932680233,2020,,,,,,,,,,,,,,,,,,,,,HL,ACY,5,5,5,HL,RSi,3,3,3,HL,TRo,6,6,6,,,,,,,,,,,,,,,,SL,CTa,4,4,4,,,,,,,,,,,,,,,,,,,,,SL,FYi,4,4,5,4,3,40,,,,,,SL,KKo,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,5,5,5,,,,,
144252640194,2020,,,,,,,,,,,HL,GLi,6,7,5,,,,,,,,,,,HL,AWo,7,6,6,,,,,,SL,EZa,7,7,5,,,,,,HL,WCl,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,6,6,5,6,5,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,7,7,5,,,,,,,,,,
160847334438,2020,,,,,,,,,,,HL,HTo,4,5,3,,,,,,,,,,,SL,NCh,6,6,5,,,,,,SL,MHo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,6,4,4,4,3,36,,,,,,HL,TGe,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLo,5,5,5,,,,,,,,,,
111615305294,2020,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,6,5,5,,,,,,HL,PTh,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,4,4,2,3,4,54,,,,,,,,,,,HL,SDa,5,5,5,,,,,,,,,,,SL,GSm,4,4,4,,,,,,,,,,,,PEv,5,4,5,,,,,,,,,,
104611978267,2020,,,,,,,,,,,HL,JTe,5,5,4,,,,,,,,,,,,,,,,,,,,,HL,MLi,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,5,5,4,5,4,55,,,,,,,,,,,HL,SDa,6,6,5,,,,,,,,,,,,,,,,,,,,,SL,AGo,5,6,5,,PEv,6,5,5,,,,,,,,,,
093327987209,2020,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,7,6,6,,,,,,HL,KHo,6,6,6,,,,,,,,,,,HL,CTa,6,5,5,,,,,,,,,,,,,,,,,,,,,SL,FYi,5,5,4,4,4,55,,,,,,SL,KKo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSe,5,5,5,,,,,,,,,,
102001705547,2020,SL,RGo,5,6,6,,,,,,,,,,,,,,,,SL,CHY,6,6,6,HL,CTH,7,7,7,HL,CHe,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GTu,6,6,5,6,5,61,SL,CLi,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,5,5,5,,,,,
161240920665,2020,SL,RGo,7,7,7,,,,,,HL,JTe,7,7,6,,,,,,,,,,,HL,AWo,7,7,7,,,,,,SL,EMu,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,KLL,7,7,7,,,,,,HL,GTu,7,7,7,7,7,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,7,7,6,,,,,,,,,,
143311705547,2020,,,,,,,,,,,HL,GLi,6,6,6,,,,,,,,,,,,,,,,,,,,,SL,CCh,6,6,5,,,,,,SL,SSe,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,7,7,6,6,6,74,,,,,,HL,KKo,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWK,7,7,7,,,,,,,,,,
144847333706,2020,HL,SSh,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,KHo,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FYi,4,4,4,4,5,63,,,,,,,,,,,HL,SDa,5,5,5,SL,Cal,4,4,3,,,,,,SL,GSm,6,5,5,,,,,,,,,,,,PEv,6,5,6,,,,,,,,,,
112418243129,2020,,,,,,SL,AHi,7,7,7,SL,PMK,5,4,4,,,,,,,,,,,,,,,,,,,,,HL,KHo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,6,5,5,5,6,72,,,,,,HL,HWK,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,7,7,6,,,,,,,,,,
